industry_name,employees_at_location_range,product_type,product,currency,year,spend
Services,Medium 50 - 249,Wireline Data,Ethernet,EUR,2018,1771.905452
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Ethernet,EUR,2018,1012.254111
Manufacturing,Medium 50 - 249,Wireline Data,Ethernet,EUR,2018,1608.466134
Construction,Medium 50 - 249,Wireline Data,Ethernet,EUR,2018,1113.054898
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Ethernet,EUR,2018,1166.659396
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Ethernet,EUR,2018,1737.717792
Public Administration,Medium 50 - 249,Wireline Data,Ethernet,EUR,2018,3828.277302
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Ethernet,EUR,2018,1095.236302
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Ethernet,EUR,2018,139969.7058
Services,Large 250 +,Wireline Data,Ethernet,EUR,2018,39904.50341
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Ethernet,EUR,2018,19598.96275
Manufacturing,Large 250 +,Wireline Data,Ethernet,EUR,2018,56701.92264
Construction,Large 250 +,Wireline Data,Ethernet,EUR,2018,37175.18454
Wholesale & retail trade,Large 250 +,Wireline Data,Ethernet,EUR,2018,97780.62121
Transportation and Public Utilities,Large 250 +,Wireline Data,Ethernet,EUR,2018,82023.40384
Public Administration,Large 250 +,Wireline Data,Ethernet,EUR,2018,154334.6474
Nonclassified Establishments,Large 250 +,Wireline Data,Ethernet,EUR,2018,35292.57459
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Internet Access,EUR,2018,238.6526875
Services,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2018,267.4222499
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Internet Access,EUR,2018,179.5144708
Manufacturing,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2018,242.6204036
Construction,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2018,186.3448702
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2018,179.5362783
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2018,259.5433375
Public Administration,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2018,124.9413749
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2018,185.816098
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Internet Access,EUR,2018,1136.195616
Services,Small 10 - 49,Wireline Data,Internet Access,EUR,2018,1144.996348
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Internet Access,EUR,2018,753.2228229
Manufacturing,Small 10 - 49,Wireline Data,Internet Access,EUR,2018,1293.422781
Construction,Small 10 - 49,Wireline Data,Internet Access,EUR,2018,791.9814116
Wholesale & retail trade,Small 10 - 49,Wireline Data,Internet Access,EUR,2018,843.1068134
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Internet Access,EUR,2018,1273.45647
Public Administration,Small 10 - 49,Wireline Data,Internet Access,EUR,2018,731.8948725
Nonclassified Establishments,Small 10 - 49,Wireline Data,Internet Access,EUR,2018,790.6143272
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Internet Access,EUR,2018,10142.00035
Services,Medium 50 - 249,Wireline Data,Internet Access,EUR,2018,4802.044639
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Internet Access,EUR,2018,2743.311964
Manufacturing,Medium 50 - 249,Wireline Data,Internet Access,EUR,2018,4359.107405
Construction,Medium 50 - 249,Wireline Data,Internet Access,EUR,2018,3016.492386
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Internet Access,EUR,2018,3161.766049
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Internet Access,EUR,2018,4709.392591
Public Administration,Medium 50 - 249,Wireline Data,Internet Access,EUR,2018,10375.02225
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Internet Access,EUR,2018,2968.202172
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Internet Access,EUR,2018,80700.42985
Services,Large 250 +,Wireline Data,Internet Access,EUR,2018,23007.19687
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Internet Access,EUR,2018,11299.90743
Manufacturing,Large 250 +,Wireline Data,Internet Access,EUR,2018,32691.85645
Construction,Large 250 +,Wireline Data,Internet Access,EUR,2018,21433.59061
Wholesale & retail trade,Large 250 +,Wireline Data,Internet Access,EUR,2018,56376.04306
Transportation and Public Utilities,Large 250 +,Wireline Data,Internet Access,EUR,2018,47291.11852
Public Administration,Large 250 +,Wireline Data,Internet Access,EUR,2018,88982.62885
Nonclassified Establishments,Large 250 +,Wireline Data,Internet Access,EUR,2018,20348.15979
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2018,0
Services,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2018,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2018,0
Manufacturing,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2018,0
Construction,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2018,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2018,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2018,0
Public Administration,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2018,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2018,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,IP-VPN,EUR,2018,194.6955042
Services,Small 10 - 49,Wireline Data,IP-VPN,EUR,2018,196.2035745
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,IP-VPN,EUR,2018,129.0702896
Manufacturing,Small 10 - 49,Wireline Data,IP-VPN,EUR,2018,221.6375393
Construction,Small 10 - 49,Wireline Data,IP-VPN,EUR,2018,135.7118599
Wholesale & retail trade,Small 10 - 49,Wireline Data,IP-VPN,EUR,2018,144.4725748
Transportation and Public Utilities,Small 10 - 49,Wireline Data,IP-VPN,EUR,2018,218.2161644
Public Administration,Small 10 - 49,Wireline Data,IP-VPN,EUR,2018,125.4155879
Nonclassified Establishments,Small 10 - 49,Wireline Data,IP-VPN,EUR,2018,135.4775999
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,IP-VPN,EUR,2018,10455.15988
Services,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2018,4950.319732
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,IP-VPN,EUR,2018,2828.018557
Manufacturing,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2018,4493.705708
Construction,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2018,3109.634104
Wholesale & retail trade,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2018,3259.393454
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2018,4854.806822
Public Administration,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2018,10695.37692
Nonclassified Establishments,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2018,3059.85281
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,IP-VPN,EUR,2018,129230.2243
Services,Large 250 +,Wireline Data,IP-VPN,EUR,2018,36842.74318
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,IP-VPN,EUR,2018,18095.1895
Manufacturing,Large 250 +,Wireline Data,IP-VPN,EUR,2018,52351.34371
Construction,Large 250 +,Wireline Data,IP-VPN,EUR,2018,34322.83727
Wholesale & retail trade,Large 250 +,Wireline Data,IP-VPN,EUR,2018,90278.18936
Transportation and Public Utilities,Large 250 +,Wireline Data,IP-VPN,EUR,2018,75729.97893
Public Administration,Large 250 +,Wireline Data,IP-VPN,EUR,2018,142492.9843
Nonclassified Establishments,Large 250 +,Wireline Data,IP-VPN,EUR,2018,32584.67467
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2018,0
Services,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2018,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2018,0
Manufacturing,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2018,0
Construction,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2018,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2018,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2018,0
Public Administration,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2018,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2018,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2018,13.42386538
Services,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2018,13.52784381
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2018,8.899138169
Manufacturing,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2018,15.28146478
Construction,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2018,9.357061145
Wholesale & retail trade,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2018,9.961094906
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2018,15.04556783
Public Administration,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2018,8.6471538
Nonclassified Establishments,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2018,9.340909386
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2018,476.1281343
Services,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2018,225.4376332
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2018,128.7880065
Manufacturing,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2018,204.6434238
Construction,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2018,141.6127827
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2018,148.4328257
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2018,221.0879738
Public Administration,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2018,487.0676216
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2018,139.3457418
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Legacy Data Services,EUR,2018,4514.313691
Services,Large 250 +,Wireline Data,Legacy Data Services,EUR,2018,1287.003106
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Legacy Data Services,EUR,2018,632.1072503
Manufacturing,Large 250 +,Wireline Data,Legacy Data Services,EUR,2018,1828.754759
Construction,Large 250 +,Wireline Data,Legacy Data Services,EUR,2018,1198.976904
Wholesale & retail trade,Large 250 +,Wireline Data,Legacy Data Services,EUR,2018,3153.628097
Transportation and Public Utilities,Large 250 +,Wireline Data,Legacy Data Services,EUR,2018,2645.425114
Public Administration,Large 250 +,Wireline Data,Legacy Data Services,EUR,2018,4977.612888
Nonclassified Establishments,Large 250 +,Wireline Data,Legacy Data Services,EUR,2018,1138.258823
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2019,78.5142395
Services,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2019,87.97912481
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2019,59.05838439
Manufacturing,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2019,79.81957662
Construction,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2019,61.30551441
Wholesale & retail trade,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2019,59.06555882
Transportation and Public Utilities,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2019,85.38704497
Public Administration,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2019,41.10440631
Nonclassified Establishments,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2019,61.13155388
"Finance, Insurance, and Real Estate",Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2019,360.7032156
Services,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2019,363.4971466
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2019,239.122463
Manufacturing,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2019,410.6174585
Construction,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2019,251.4269882
Wholesale & retail trade,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2019,267.6575532
Transportation and Public Utilities,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2019,404.278838
Public Administration,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2019,232.3515688
Nonclassified Establishments,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2019,250.9929857
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2019,2938.131894
Services,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2019,1391.149677
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2019,794.7359594
Manufacturing,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2019,1262.831005
Construction,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2019,873.8761765
Wholesale & retail trade,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2019,915.9618763
Transportation and Public Utilities,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2019,1364.30843
Public Administration,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2019,3005.638211
Nonclassified Establishments,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2019,859.8865283
"Finance, Insurance, and Real Estate",Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2019,36089.95856
Services,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2019,10289.02551
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2019,5053.420305
Manufacturing,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2019,14620.09244
Construction,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2019,9585.29463
Wholesale & retail trade,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2019,25211.87386
Transportation and Public Utilities,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2019,21149.01384
Public Administration,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2019,39793.8325
Nonclassified Establishments,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2019,9099.880198
"Finance, Insurance, and Real Estate",Very Small 0 - 9,IP Voice,IP Voice,EUR,2019,118.9161286
Services,Very Small 0 - 9,IP Voice,IP Voice,EUR,2019,133.2514584
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,IP Voice,IP Voice,EUR,2019,89.44867167
Manufacturing,Very Small 0 - 9,IP Voice,IP Voice,EUR,2019,120.8931666
Construction,Very Small 0 - 9,IP Voice,IP Voice,EUR,2019,92.85213077
Wholesale & retail trade,Very Small 0 - 9,IP Voice,IP Voice,EUR,2019,89.45953792
Transportation and Public Utilities,Very Small 0 - 9,IP Voice,IP Voice,EUR,2019,129.325545
Public Administration,Very Small 0 - 9,IP Voice,IP Voice,EUR,2019,62.25592831
Nonclassified Establishments,Very Small 0 - 9,IP Voice,IP Voice,EUR,2019,92.58865356
"Finance, Insurance, and Real Estate",Small 10 - 49,IP Voice,IP Voice,EUR,2019,882.7169768
Services,Small 10 - 49,IP Voice,IP Voice,EUR,2019,889.5543162
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,IP Voice,IP Voice,EUR,2019,585.1831881
Manufacturing,Small 10 - 49,IP Voice,IP Voice,EUR,2019,1004.867675
Construction,Small 10 - 49,IP Voice,IP Voice,EUR,2019,615.2949609
Wholesale & retail trade,Small 10 - 49,IP Voice,IP Voice,EUR,2019,655.0145826
Transportation and Public Utilities,Small 10 - 49,IP Voice,IP Voice,EUR,2019,989.3557313
Public Administration,Small 10 - 49,IP Voice,IP Voice,EUR,2019,568.6133795
Nonclassified Establishments,Small 10 - 49,IP Voice,IP Voice,EUR,2019,614.2328651
"Finance, Insurance, and Real Estate",Medium 50 - 249,IP Voice,IP Voice,EUR,2019,7866.522162
Services,Medium 50 - 249,IP Voice,IP Voice,EUR,2019,3724.648913
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,IP Voice,IP Voice,EUR,2019,2127.817355
Manufacturing,Medium 50 - 249,IP Voice,IP Voice,EUR,2019,3381.089906
Construction,Medium 50 - 249,IP Voice,IP Voice,EUR,2019,2339.706506
Wholesale & retail trade,Medium 50 - 249,IP Voice,IP Voice,EUR,2019,2452.386298
Transportation and Public Utilities,Medium 50 - 249,IP Voice,IP Voice,EUR,2019,3652.784452
Public Administration,Medium 50 - 249,IP Voice,IP Voice,EUR,2019,8047.262834
Nonclassified Establishments,Medium 50 - 249,IP Voice,IP Voice,EUR,2019,2302.250775
"Finance, Insurance, and Real Estate",Large 250 +,IP Voice,IP Voice,EUR,2019,68283.24876
Services,Large 250 +,IP Voice,IP Voice,EUR,2019,19467.13481
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,IP Voice,IP Voice,EUR,2019,9561.217844
Manufacturing,Large 250 +,IP Voice,IP Voice,EUR,2019,27661.63911
Construction,Large 250 +,IP Voice,IP Voice,EUR,2019,18135.65556
Wholesale & retail trade,Large 250 +,IP Voice,IP Voice,EUR,2019,47701.59688
Transportation and Public Utilities,Large 250 +,IP Voice,IP Voice,EUR,2019,40014.54783
Public Administration,Large 250 +,IP Voice,IP Voice,EUR,2019,75291.08572
Nonclassified Establishments,Large 250 +,IP Voice,IP Voice,EUR,2019,17217.23737
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Ethernet,EUR,2019,0
Services,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2019,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Ethernet,EUR,2019,0
Manufacturing,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2019,0
Construction,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2019,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2019,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2019,0
Public Administration,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2019,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2019,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Ethernet,EUR,2019,65.2492088
Services,Small 10 - 49,Wireline Data,Ethernet,EUR,2019,65.7546154
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Ethernet,EUR,2019,43.25592577
Manufacturing,Small 10 - 49,Wireline Data,Ethernet,EUR,2019,74.27841818
Construction,Small 10 - 49,Wireline Data,Ethernet,EUR,2019,45.48174606
Wholesale & retail trade,Small 10 - 49,Wireline Data,Ethernet,EUR,2019,48.41776514
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Ethernet,EUR,2019,73.13179693
Public Administration,Small 10 - 49,Wireline Data,Ethernet,EUR,2019,42.03110861
Nonclassified Establishments,Small 10 - 49,Wireline Data,Ethernet,EUR,2019,45.40323741
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Ethernet,EUR,2019,4003.341083
Services,Medium 50 - 249,Wireline Data,Ethernet,EUR,2019,1895.506007
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Ethernet,EUR,2019,1082.864633
Manufacturing,Medium 50 - 249,Wireline Data,Ethernet,EUR,2019,1720.66586
Construction,Medium 50 - 249,Wireline Data,Ethernet,EUR,2019,1190.696852
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Ethernet,EUR,2019,1248.040572
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Ethernet,EUR,2019,1858.933562
Public Administration,Medium 50 - 249,Wireline Data,Ethernet,EUR,2019,4095.321572
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Ethernet,EUR,2019,1171.635307
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Ethernet,EUR,2019,147485.2434
Services,Large 250 +,Wireline Data,Ethernet,EUR,2019,42047.137
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Ethernet,EUR,2019,20651.31004
Manufacturing,Large 250 +,Wireline Data,Ethernet,EUR,2019,59746.47735
Construction,Large 250 +,Wireline Data,Ethernet,EUR,2019,39171.27
Wholesale & retail trade,Large 250 +,Wireline Data,Ethernet,EUR,2019,103030.8568
Transportation and Public Utilities,Large 250 +,Wireline Data,Ethernet,EUR,2019,86427.57091
Public Administration,Large 250 +,Wireline Data,Ethernet,EUR,2019,162621.4965
Nonclassified Establishments,Large 250 +,Wireline Data,Ethernet,EUR,2019,37187.57513
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Internet Access,EUR,2019,240.7095088
Services,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2019,269.7270209
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Internet Access,EUR,2019,181.0616111
Manufacturing,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2019,244.7114206
Construction,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2019,187.9508782
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2019,181.0836065
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2019,261.7802043
Public Administration,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2019,126.0181786
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2019,187.4175487
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Internet Access,EUR,2019,1135.093622
Services,Small 10 - 49,Wireline Data,Internet Access,EUR,2019,1143.885817
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Internet Access,EUR,2019,752.492273
Manufacturing,Small 10 - 49,Wireline Data,Internet Access,EUR,2019,1292.168292
Construction,Small 10 - 49,Wireline Data,Internet Access,EUR,2019,791.2132698
Wholesale & retail trade,Small 10 - 49,Wireline Data,Internet Access,EUR,2019,842.2890852
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Internet Access,EUR,2019,1272.221346
Public Administration,Small 10 - 49,Wireline Data,Internet Access,EUR,2019,731.1850086
Nonclassified Establishments,Small 10 - 49,Wireline Data,Internet Access,EUR,2019,789.8475114
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Internet Access,EUR,2019,10078.12636
Services,Medium 50 - 249,Wireline Data,Internet Access,EUR,2019,4771.801517
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Internet Access,EUR,2019,2726.034674
Manufacturing,Medium 50 - 249,Wireline Data,Internet Access,EUR,2019,4331.653887
Construction,Medium 50 - 249,Wireline Data,Internet Access,EUR,2019,2997.494614
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Internet Access,EUR,2019,3141.853349
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Internet Access,EUR,2019,4679.732989
Public Administration,Medium 50 - 249,Wireline Data,Internet Access,EUR,2019,10309.6807
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Internet Access,EUR,2019,2949.508531
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Internet Access,EUR,2019,79906.35015
Services,Large 250 +,Wireline Data,Internet Access,EUR,2019,22780.80963
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Internet Access,EUR,2019,11188.71809
Manufacturing,Large 250 +,Wireline Data,Internet Access,EUR,2019,32370.17366
Construction,Large 250 +,Wireline Data,Internet Access,EUR,2019,21222.6874
Wholesale & retail trade,Large 250 +,Wireline Data,Internet Access,EUR,2019,55821.31155
Transportation and Public Utilities,Large 250 +,Wireline Data,Internet Access,EUR,2019,46825.78126
Public Administration,Large 250 +,Wireline Data,Internet Access,EUR,2019,88107.0536
Nonclassified Establishments,Large 250 +,Wireline Data,Internet Access,EUR,2019,20147.93706
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2019,0
Services,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2019,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2019,0
Manufacturing,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2019,0
Construction,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2019,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2019,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2019,0
Public Administration,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2019,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2019,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,IP-VPN,EUR,2019,190.3219208
Services,Small 10 - 49,Wireline Data,IP-VPN,EUR,2019,191.7961142
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,IP-VPN,EUR,2019,126.170892
Manufacturing,Small 10 - 49,Wireline Data,IP-VPN,EUR,2019,216.6587378
Construction,Small 10 - 49,Wireline Data,IP-VPN,EUR,2019,132.6632679
Wholesale & retail trade,Small 10 - 49,Wireline Data,IP-VPN,EUR,2019,141.2271847
Transportation and Public Utilities,Small 10 - 49,Wireline Data,IP-VPN,EUR,2019,213.3142197
Public Administration,Small 10 - 49,Wireline Data,IP-VPN,EUR,2019,122.5982885
Nonclassified Establishments,Small 10 - 49,Wireline Data,IP-VPN,EUR,2019,132.4342703
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,IP-VPN,EUR,2019,10236.15262
Services,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2019,4846.623952
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,IP-VPN,EUR,2019,2768.779233
Manufacturing,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2019,4399.574753
Construction,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2019,3044.495698
Wholesale & retail trade,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2019,3191.117995
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2019,4753.111777
Public Administration,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2019,10471.33776
Nonclassified Establishments,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2019,2995.757187
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,IP-VPN,EUR,2019,125112.4467
Services,Large 250 +,Wireline Data,IP-VPN,EUR,2019,35668.7901
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,IP-VPN,EUR,2019,17518.60639
Manufacturing,Large 250 +,Wireline Data,IP-VPN,EUR,2019,50683.2263
