company_name,company_label,address,address_2,postcode,city,sic_4,sic_2,sic_industry_german,sic_industry_english,solon_av_industry,employees,employees_bracket,lat,lon
SELARL PHARMACIE PORTE MONTREUIL,SELARL PHARMACIE PORTE,2 AV DE LA PORTE DE MONTREUIL,,75020,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,15,#REF!,48.853852,2.4112914
PHARMACIE SAINT-FARGEAU,PHARMACIE SAINT-FARGEAU,112 AVENUE GAMBETTA,,75020,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,16,#REF!,48.8716575,2.4046825
PHARMACIE DE LA PORTE D'ORLEANS,PHARMACIE DE LA PORTE,4 PLACE DU 25 AOUT 1944,,75014,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,16,#REF!,48.8225207,2.3264787
PHARMACIE RC,PHARMACIE RC,122 AVENUE DU GENERAL LECLERC,,75014,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,17,#REF!,48.8249511,2.3252624
PHARMACIE DALOY,PHARMACIE DALOY,N 15 AU 17,15 RUE HENRI RIBIERE,75019,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,17,#REF!,48.8771578,2.395414
SELARL ZANEA,SELARL ZANEA,52 RUE DU COMMERCE,,75015,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,18,#REF!,48.8464654,2.2950951
SELARL TOLBIAC PHARMACIE,SELARL TOLBIAC PHARMACIE,61 AVENUE D ITALIE,,75013,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,18,#REF!,0,0
GRANDE PHARMACIE BAILLY,GRANDE PHARMACIE BAILLY,15 RUE DE ROME,,75008,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,20,#REF!,48.875643,2.3236292
SELARL PHARMACIE DE LA GARE MONTPARNASSE,SELARL PHARMACIE DE LA GARE,10 PLACE RAOUL DAUTRY,,75015,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,20,#REF!,48.84175,2.3207282
PHARMACIE DU CENTRE COMMERCIAL ITALIE,PHARMACIE DU CENTRE COMMERCIAL,CTE COMMERCIAL ITALIE 2,30 AVENUE D ITALIE,75013,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,20,#REF!,48.8292222,2.3550568
SELAS PHARMACIE PORTE VINCENNES,SELAS PHARMACIE PORTE,86 BOULEVARD SOULT,,75012,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,20,#REF!,48.8464825,2.4113271
PHARMACIE DU CENTRE COMMERCIAL ITALIE 2,PHARMACIE DU CENTRE COMMERCIAL,ENTREE 30 2 CTRE COMMERCIAL ITALIE,2 AVENUE D ITALIE,75013,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,20,#REF!,48.8305875,2.3556976
SELARL BADER,SELARL BADER,10 BOULEVARD SAINT MICHEL,,75006,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,20,#REF!,48.8525855,2.3433593
ROIZEN MARC,ROIZEN MARC,19 AVENUE SECRETAN,,75019,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,20,#REF!,48.8820215,2.3720214
CLAIRET CHARLES,CLAIRET CHARLES,9 RUE DES ARCHIVES,,75004,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,20,#REF!,48.8577404,2.3543004
COURTIN SYLVIE,COURTIN SYLVIE,58 RUE DE MAUBEUGE,,75009,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,20,#REF!,48.8788067,2.3467057
PHARMACIE HOMEOPATHIQUE DE L EUROPE,PHARMACIE HOMEOPATHIQUE DE L,31 RUE D AMSTERDAM,,75008,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,20,#REF!,48.8785789,2.3266534
SELARL PHARMACIE EURO PLACE CLICHY,SELARL PHARMACIE EURO PLACE,6 PLACE DE CLICHY,,75009,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,21,#REF!,48.8833435,2.3280457
SELARL PHARMACIE SILLAM,SELARL PHARMACIE SILLAM,81 B RUE DE L OURCQ,,75019,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,26,#REF!,48.8928954,2.3779734
SELARL LE CARDIET TEBOUL,SELARL LE CARDIET TEBOUL,62 AVENUE DES CHAMPS ELYSEES,,75008,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,29,#REF!,48.8708719,2.305662
SELARLU CHIRICO PHARMACIE AQUARIUS,SELARLU CHIRICO PHARMACIE,14 RUE DE THIONVILLE,,75019,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,32,#REF!,48.8885629,2.3822954
LABORATOIRES OLIGOSANTE,LABORATOIRES OLIGOSANTE,38 RUE LANTIEZ,,75017,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,33,#REF!,48.8954875,2.3243561
SELAS PHARMACIE DU FOUR BONAPARTE,SELAS PHARMACIE DU FOUR,26 RUE DU FOUR,,75006,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,50,#REF!,48.8527693,2.333475
PHARMACIE MONGE,PHARMACIE MONGE,1 PLACE MONGE,,75005,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,50,#REF!,48.8426325,2.3518826
LABORATOIRE HOMEOPAT SPECIAUX DELPECH,LABORATOIRE HOMEOPAT SPECIAUX,5 RUE DANTON,,75006,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,86,#REF!,48.8524714,2.3420883
CELGENE,CELGENE,16 RUE DU 4 SEPTEMBRE,,75002,Paris,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,141,#REF!,48.8697331,2.3365939
SUMMER DRINK,SUMMER DRINK,39 B RUE DE TOURTILLE,,75020,Paris,5921,59,Spirituosenhandlungen,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8720478,2.3805279
SPIVINCO,SPIVINCO,8 RUE LAMENNAIS,,75008,Paris,5921,59,Spirituosenhandlungen,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8739903,2.3030518
LES VINS DANS L ESPACE LE VERRE VOLE,LES VINS DANS L ESPACE LE,67 RUE DE LANCRY,,75010,Paris,5921,59,Spirituosenhandlungen,Miscellaneous Retail,Wholesale & retail trade,13,#REF!,48.8728371,2.3634326
SARL LMLD,SARL LMLD,95 RUE SAINT ANTOINE,,75004,Paris,5921,59,Spirituosenhandlungen,Miscellaneous Retail,Wholesale & retail trade,22,#REF!,48.8546397,2.3619401
LEGRAND FILLES ET FILS,LEGRAND FILLES ET FILS,1 RUE DE LA BANQUE,,75002,Paris,5921,59,Spirituosenhandlungen,Miscellaneous Retail,Wholesale & retail trade,31,#REF!,48.8663251,2.3399533
LAVINIA FRANCE,LAVINIA FRANCE,3 BOULEVARD DE LA MADELEINE,,75001,Paris,5921,59,Spirituosenhandlungen,Miscellaneous Retail,Wholesale & retail trade,52,#REF!,48.8696436,2.3276302
CAMARD ET ASSOCIES,CAMARD ET ASSOCIES,11 RUE DE SOLFERINO,,75007,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8591563,2.3230956
ART ET ANTIQUITES,ART ET ANTIQUITES,62 RUE DU FAUBOURG SAINT HONORE,,75008,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8696121,2.3188241
SOC KRAEMER CIE,SOC KRAEMER CIE,43 RUE DE MONCEAU,,75008,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8779828,2.3106928
BRAME ET LORENCEAU,BRAME ET LORENCEAU,68 BOULEVARD MALESHERBES,,75008,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8785283,2.3161206
RECIPROQUE NICOLE MOREL,RECIPROQUE NICOLE MOREL,95 RUE DE LA POMPE,,75116,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8648863,2.278365
DOWNTOWN,DOWNTOWN,18 RUE DE SEINE,,75006,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8560288,2.336391
AU TRESOR DE PARIS,AU TRESOR DE PARIS,6 RUE BOUCHARDON,,75010,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.869794,2.3572051
SAPB,SAPB,116 RUE D ALESIA,,75014,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,11,#REF!,48.8298641,2.3218628
SOC DIDIER AARON ET CIE,SOC DIDIER AARON ET CIE,152 BOULEVARD HAUSSMANN,,75008,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,11,#REF!,48.875374,2.3117208
GALERIE BARES,GALERIE BARES,32 RUE DE SEINE,,75006,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,11,#REF!,48.8554309,2.3367519
JEAN-JACQUES MATHIAS EURL,JEAN-JACQUES MATHIAS EURL,5 RUE DE PROVENCE,,75009,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,12,#REF!,48.8738288,2.341565
GISMONDI GALERIES,GISMONDI GALERIES,20 RUE ROYALE,,75008,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,12,#REF!,48.8686527,2.323467
KUGEL,KUGEL,25 QUAI ANATOLE FRANCE,,75007,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,15,#REF!,48.8616436,2.321411
PIERRE BERGE ET ASSOCIES,PIERRE BERGE ET ASSOCIES,92 AVENUE D IENA,,75116,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,17,#REF!,48.8717456,2.2958018
STEINITZ,STEINITZ,77 R DU FAUBOURG SAINT HONORE,,75008,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,20,#REF!,48.8714662,2.3143196
YMER ET MALTA,YMER ET MALTA,44 RUE LA CONDAMINE,,75017,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,21,#REF!,48.8864959,2.3224151
SOC BERGEROT,SOC BERGEROT,5 RUE DES TAILLANDIERS,,75011,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,21,#REF!,48.8538277,2.3753945
MILLON & ASSOCIES,MILLON & ASSOCIES,19 RUE DE LA GRANGE BATELIERE,,75009,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,22,#REF!,48.8730156,2.3410846
CHERCHEMINIPPES,CHERCHEMINIPPES,109 RUE DU CHERCHE MIDI,,75006,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,25,#REF!,48.8461459,2.3203448
PIASA,PIASA,118 R DU FAUBOURG SAINT HONORE,,75008,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,26,#REF!,48.8721782,2.3141076
SAS PAUL BOULINIER DU QUARTIER LATIN,SAS PAUL BOULINIER DU QUARTIER,20 BOULEVARD SAINT MICHEL,,75006,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,32,#REF!,48.8517117,2.3431184
TAJAN,TAJAN,37 RUE DES MATHURINS,,75008,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,42,#REF!,48.8729473,2.3246264
SOC INTERNATIONALE ART MODERNE,SOC INTERNATIONALE ART MODERNE,79 RUE DU TEMPLE,,75003,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,63,#REF!,48.8615166,2.3557953
SOTHEBY'S FRANCE S.A,SOTHEBY'S FRANCE S.A,76 R DU FAUBOURG SAINT HONORE,,75008,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,110,#REF!,48.8706176,2.3178395
ARTCU-BRIEST-POUL-F. TAJAN S.A.S,ARTCU-BRIEST-POUL-F. TAJAN,MARCEL DASSAULT,7 RPT C ELYSEES M DASSAULT,75008,Paris,5932,59,"Gebrauchtwarengesch_fte, Antiquit_ten, Second-Hand-L_den",Miscellaneous Retail,Wholesale & retail trade,116,#REF!,48.8686711,2.3087437
RACING 1882,RACING 1882,29 RUE MARBEUF,,75008,Paris,5941,59,Sport- u. Fahrradgesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8693031,2.3042658
CARRICK FRANCE,CARRICK FRANCE,29 RUE DE CLICHY,,75009,Paris,5941,59,Sport- u. Fahrradgesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8787815,2.3296349
CYCLO DE VILLE,CYCLO DE VILLE,15 RUE D HAUTEVILLE,,75010,Paris,5941,59,Sport- u. Fahrradgesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8724754,2.3498215
FALCONER SPORT DEVELOPPEMENT,FALCONER SPORT DEVELOPPEMENT,58 AVENUE DE LA GRANDE ARMEE,,75017,Paris,5941,59,Sport- u. Fahrradgesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8767711,2.286774
TOV,TOV,LOCAL MB35 ILOT PEGASE CC BEAU,14 RUE LINOIS,75015,Paris,5941,59,Sport- u. Fahrradgesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8484949,2.2826025
HOLDING GROUPE GOLF PLUS,HOLDING GROUPE GOLF PLUS,212 BOULEVARD PEREIRE,,75017,Paris,5941,59,Sport- u. Fahrradgesch_fte,Miscellaneous Retail,Wholesale & retail trade,11,#REF!,48.8797736,2.2868659
ENDURANCE VITESSE ELEGANCE,ENDURANCE VITESSE ELEGANCE,26 RUE LEON JOST,,75017,Paris,5941,59,Sport- u. Fahrradgesch_fte,Miscellaneous Retail,Wholesale & retail trade,12,#REF!,48.8812065,2.3020629
HOLLAND & HOLLAND,HOLLAND & HOLLAND,12 RUE DUPHOT,,75001,Paris,5941,59,Sport- u. Fahrradgesch_fte,Miscellaneous Retail,Wholesale & retail trade,18,#REF!,48.8682547,2.3257654
ANDASKA SAS,ANDASKA SAS,16 RUE FRANCOIS TRUFFAUT,,75012,Paris,5941,59,Sport- u. Fahrradgesch_fte,Miscellaneous Retail,Wholesale & retail trade,20,#REF!,48.8327217,2.3853211
AB2H SARL,AB2H SARL,37 BOULEVARD BOURDON,,75004,Paris,5941,59,Sport- u. Fahrradgesch_fte,Miscellaneous Retail,Wholesale & retail trade,27,#REF!,48.8522409,2.3674599
FRANCAISE D'ORGANISATION DE MATERIEL EQU ESTRE ET SPORTIF-(FORMES),FRANCAISE D'ORGANISATION DE,10 RUE DU GENERAL DE CASTELNAU,,75015,Paris,5941,59,Sport- u. Fahrradgesch_fte,Miscellaneous Retail,Wholesale & retail trade,100,#REF!,48.8498781,2.3007938
AU VIEUX CAMPEUR PARIS DE RORTHAYS C,AU VIEUX CAMPEUR PARIS DE,48 RUE DES ECOLES,,75005,Paris,5941,59,Sport- u. Fahrradgesch_fte,Miscellaneous Retail,Wholesale & retail trade,236,#REF!,48.8495892,2.345386
LES EDITIONS DE LA PRESSE SPECIALISEE,LES EDITIONS DE LA PRESSE,8 RUE DE LA MICHODIERE,,75002,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8696633,2.3348116
AAAPOUM BAPOUM,AAAPOUM BAPOUM,14 RUE SERPENTE,,75006,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8520214,2.3429838
L'ATELIER,L'ATELIER,2 B RUE DU JOURDAIN,,75020,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8742173,2.3897275
DEYROLLE S A,DEYROLLE S A,46 RUE DU BAC,,75007,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,12,#REF!,48.8566173,2.3261852
SOCIETE DE GESTION DE LIBRAIRIE,SOCIETE DE GESTION DE,5 RUE GASTON GALLIMARD,,75007,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,12,#REF!,48.8569928,2.328672
BOOKLOAN EUROPE SARL,BOOKLOAN EUROPE SARL,17 RUE D ARGENTEUIL,,75001,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,13,#REF!,48.8656616,2.3335956
L'EXPANSION SCIENTIFIQUE FRANCAISE,L'EXPANSION SCIENTIFIQUE,31 BD DE LA TOUR MAUBOURG,,75007,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,15,#REF!,48.8595085,2.3105055
CLUNY SORBONNE,CLUNY SORBONNE,31 RUE DU SOMMERARD,,75005,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,15,#REF!,48.8502675,2.3436376
LIBRAIRIE PHILISOPHIQUE VRIN,LIBRAIRIE PHILISOPHIQUE VRIN,6 PLACE DE LA SORBONNE,,75005,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,15,#REF!,48.8487802,2.3424689
LIBRAIRIE DE PARIS,LIBRAIRIE DE PARIS,2 RUE BIOT,,75017,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,15,#REF!,48.8838689,2.3266897
LIBRAIRIE GALIGNANI,LIBRAIRIE GALIGNANI,224 RUE DE RIVOLI,,75001,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,17,#REF!,48.8651495,2.3286759
LES ALIZES,LES ALIZES,16 RUE DES ECOLES,,75005,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,17,#REF!,48.848726,2.3491692
ATOUT LIVRE,ATOUT LIVRE,203 B AVENUE DAUMESNIL,,75012,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,17,#REF!,48.8390916,2.3978949
LIBRAIRIE FONTAINE VICTOR HUGO,LIBRAIRIE FONTAINE VICTOR HUGO,95 AVENUE VICTOR HUGO,,75116,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,19,#REF!,48.8689192,2.2843977
L APPEL DU LIVRE,L APPEL DU LIVRE,99 RUE DE CHARONNE,,75011,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,19,#REF!,48.8545862,2.3836703
LIBRAIRIE DE L ECHO,LIBRAIRIE DE L ECHO,13 RUE DE SEVRES,,75006,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,19,#REF!,48.8516847,2.3282686
BOOKOFF FRANCE,BOOKOFF FRANCE,29 RUE SAINT AUGUSTIN,,75002,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,23,#REF!,48.8688322,2.3352042
LIBRAIRIE LE DIVAN,LIBRAIRIE LE DIVAN,203 RUE DE LA CONVENTION,,75015,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,24,#REF!,48.8368487,2.2988304
SOCIETE INDEPENDANTE EDITON ET LIBRAIR,SOCIETE INDEPENDANTE EDITON ET,51 RUE DE BAGNOLET,,75020,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,24,#REF!,48.8570953,2.3979079
SOCIETE A LAMARTINE,SOCIETE A LAMARTINE,118 RUE DE LA POMPE,,75116,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,36,#REF!,48.8666116,2.2804198
WH SMITH FRANCE,WH SMITH FRANCE,248 RUE DE RIVOLI,,75001,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,42,#REF!,48.8663545,2.3249115
ALBUM,ALBUM,8 RUE DANTE,,75005,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,46,#REF!,48.8512347,2.3463228
LA PROCURE,LA PROCURE,NUM VOIE 1 A 5,1 RUE DE MEZIERES,75006,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,82,#REF!,48.8502221,2.3325706
GIBERT JEUNE RIVE GAUCHE SA,GIBERT JEUNE RIVE GAUCHE SA,REZ DE CHAUSSEE 3E ETAGE ET,4 PLACE SAINT MICHEL,75006,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,165,#REF!,48.853687,2.3434453
GIBERT JOSEPH PARIS,GIBERT JOSEPH PARIS,26 BOULEVARD SAINT MICHEL,,75006,Paris,5942,59,Buchhandlungen,Miscellaneous Retail,Wholesale & retail trade,231,#REF!,48.8506032,2.3425474
RELAY NORD 325159 MONSIEUR LAGHAL AOUCHE,RELAY NORD 325159 MONSIEUR,18 RUE DE DUNKERQUE,,75010,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8807625,2.3551264
SLAIM ZAHOUA,SLAIM ZAHOUA,VOIE SNCF 323154 REALY H LYON,PLACE LOUIS ARMAND,75012,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8448789,2.3728401
LEDOUX FABIENNE,LEDOUX FABIENNE,GARE DE LYON KIOSQUE PRESSE HA,20 BOULEVARD DIDEROT,75012,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8456199,2.3730176
SAMSON DANIELLE,SAMSON DANIELLE,PDV 325480,GARE DU NORD,75010,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8809481,2.3553137
MARCON MARIE CLAIRE,MARCON MARIE CLAIRE,GARE ST LAZARE NO 326470,13 RUE D AMSTERDAM,75008,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8771703,2.324964
BRILLANT SYLVIE,BRILLANT SYLVIE,METRO DENFERT ROCHEREAU,,75014,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8338632,2.3325223
VANSON BRUNO,VANSON BRUNO,18 RUE DE DUNKERQUE,,75010,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8807625,2.3551264
DIOP MOUHAMADOU THIERNO,DIOP MOUHAMADOU THIERNO,PAYOT GARE DE L EST,LD EMPRISE SNCF,75010,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8785618,2.3603689
BOUCARD BRIGITTE,BOUCARD BRIGITTE,KIOSQUE N 324236,GARE MONTPARNASSE,75015,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8413958,2.318824
MOSER JEAN MARC,MOSER JEAN MARC,18 RUE DE DUNKERQUE,,75010,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8807625,2.3551264
LE GALL FABRICE JEAN,LE GALL FABRICE JEAN,KIOSQUE SNCF MONTPARNASSE,METRO VAUGIRARD,75015,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.839649,2.301491
MONSIEUR JEAN RODIER RELAIS H,MONSIEUR JEAN RODIER RELAIS H,PLACE DU 11 NOVEMBRE 1918,,75010,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.863111,2.2878891
DESIRE LAURENT,DESIRE LAURENT,KIOSQUE PRESSE GARE MONTPAR QU,11 BOULEVARD DE VAUGIRARD,75015,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8408305,2.3201965
L'ART ET LA MANIERE,L'ART ET LA MANIERE,48 RUE VAVIN,,75006,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8428821,2.3286213
RELAIS H KIOSQUE PRESSE GARE DE,RELAIS H KIOSQUE PRESSE GARE,10 PLACE DU 11 NOVEMBRE 1918,,75475,Paris Cedex 10,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,10,#REF!,48.8762318,2.3595008
ERWAN CREATIONS,ERWAN CREATIONS,53 AVENUE DE SEGUR,,75007,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,13,#REF!,48.8497585,2.3084959
PAPETERIES GAUBERT,PAPETERIES GAUBERT,41 QUAI DE L HORLOGE,,75001,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,13,#REF!,48.8570669,2.3417164
MAISON D'ENNOUR,MAISON D'ENNOUR,21 RUE MORET,,75011,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,13,#REF!,48.8674607,2.3790181
PUBLIC A,PUBLIC A,54 RUE DU FAUBOURG MONTMARTRE,,75009,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,14,#REF!,48.8754344,2.3409091
TISSOT,TISSOT,19 RUE LAGRANGE,,75005,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,14,#REF!,48.8507016,2.348697
DOC LINE BUREAUTIQUE,DOC LINE BUREAUTIQUE,76 RUE DES GRANDS CHAMPS,,75020,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,15,#REF!,48.8511139,2.4051616
SARL BERTY ET CIE,SARL BERTY ET CIE,41 RUE CLAUDE BERNARD,,75005,Paris,5943,59,Schreibwarengesch_fte,Miscellaneous Retail,Wholesale & retail trade,16,#REF!,48.8399277,2.3463304
